name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,Crowdsale is auction,Has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Utility token enables decentralization,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share crowdsale investors (ex ante),Token share presale investors (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,Unsold tokens locked up,Lock up period unsold tokens (years),Team lockup period (weighted avg.),Presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Team size,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,Amount raised in presale (USDm),Amount raised in crowdsale (USDm),Total amount raised (USDm),Total amount raised (USDm),BTC_ret_ico_period,Presale discount (%),Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,Percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,average_discount,Team tokens locked up,Presale tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Token share crowdsale investors (ex post),post_money_val_crowdsale,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,Legal entity is corporation or LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry,(first) date,Time to listing (calendar days)
Rentberry (BERRY),Rentberry,BERRY,1,3000000,30000000,USD,1,Utility-token,,,301473028,ERC-20,0,0,0,0,0,1,,,,1,57,1,1,3,1,1,1,1,0,1,0,0,,,0,1,0,,,1,,JadeValue; 808 Ventures; Zing Capital; Beechwood Ventures,No,0,23,0,0,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,1,0,0,Real Estate,0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c,12/5/17,2/28/18,2/28/18,,,,,0,,1,1,USD,USD,,,,,,0,25,0,1,1,,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,86,86,1,0,Real Estate,4/7/18,38
Request Network,Request Network,REQ,1,0,33660000,ETH,0,Cryptocurrency,,500000000,1000000000,ERC-20,0,0,0,0,0,1,200000000,,,1,23,0,0,0,0,0,,1,0,1,0,0,1,0,0,0,1,0,0,1,,YCombinator,No,1,6,0,0,high,foundation,Switzerland,"Baarerstrasse 82, 6302 Zug",0,0,0,0,0,1,1,0,0,0,0,Payments,0x8f8221afbb33998d8584a2b05749ba73c37a938a,10/13/17,10/17/17,10/15/17,,34,34,,0,,1,0,ETH,ETH,,,,,0,0,0,0,0,0,29,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,67,0,0,0,1,0,1,1,1,0,0,0,3,5,1,0,Payments,10/20/17,5
Restart Energy,Restart Energy MWAT,MWAT,1,0,30000000,USD,1,Utility-token,,50000000,500000000,ERC-20,0,0,0,0,0,1,353000000,0,0,1,89,1,0,7,1,1,1,0,0,1,0,0,0,1,0,1,0,,,0,,No,No,0,14,1,1,high,joint-stock corporation,Romania,"Doja Business Center, Timisoara, Gheorghe Doja Street, Nr.11",0,0,0,0,0,1,1,1,1,1,0,Energy & Utilities,0x6425c6be902d692ae2db752b3c268afadb099d3b,2/14/18,3/14/18,3/14/18,26,4,30,30,0,17,1,0,USD,USD,100,100,0,0,0,0,13,0,0,0,26,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,38,0,0,1,0,0,0,1,0,1,0,1,29,29,0,1,Energy & Utilities,2/17/18,-25
Rialto,Rialto,XRL,1,1000000,10000000,USD,1,Security,,35000000,100000000,ERC-20,0,0,0,0,0,1,40000000,0,0,1,25,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,1,0,0,0,,No,No,0,8,0,0,unknown,joint-stock corporation,Malta,"184 Saint Lucy Street,Valletta, VLT 1189",0,0,0,0,0,1,1,1,0,0,0,Trading & Exchanges,0xb24754be79281553dc1adc160ddf5cd9b74361a4,7/1/17,8/15/17,7/4/17,4,6,10,10,0,20,1,1,USD,USD,97,95,0,0,0,0,9,0,0,0,35,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,17,0,1,0,0,0,0,0,0,1,0,1,4,46,0,1,Trading & Exchanges,7/15/17,11
Ripio Credit Network,Ripio Credit Network,RCN,1,31795312,38154375,tokens,0,Utility-token,,85000000,1000000000,ERC-20,0,0,0,0,0,1,425000000,0,0,1,26,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,,Funders Club,Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,0,12,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,0,0,1,0,0,0,Finance,0xf970b8e36e23f7fc3fd752eea86f8be8d83375a6,10/24/17,11/5/17,11/10/17,32,6,38,38,0,0,1,0,tokens,tokens,99,94,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,71,0,0,1,0,0,0,1,0,1,0,1,18,13,1,1,Finance,10/26/17,-15
Rivetz,Rivetz,RVT,1,,,tokens,1,Utility-token,,,200000000,ERC-20,0,,,,0,1,,,,0,34,0,0,4,0,0,1,0,0,0,0,1,,,0,0,1,1,1,1,,No,No,0,8,1,1,high,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,0,0,0,0,0,0,Privacy & Security,0x3d1ba9be9f66b8ee101911bc36d3fb562eac2244,8/10/17,9/10/17,9/10/17,5,11,17,17,0,,1,0,tokens,tokens,,,,,,,,0,0,0,,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,32,32,,0,Privacy & Security,9/25/17,15
Santiment Network Token,Santiment Network Token,SAN,1,7256790,15319890,ETH,0,Utility-token,,44820000,83000000,ERC-20,0,0,0,0,0,1,18480000,0,0,1,22,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,,,1,,No,No,0,8,0,0,high,joint-stock corporation,Switzerland,"Via Balestra 6, 6830 Chiasso",0,0,0,0,0,0,1,0,1,0,0,Trading & Exchanges,0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,7/4/17,8/4/17,7/5/17,3,12,15,15,0,35,1,1,ETH,ETH,100,100,0,0,0,0,0,0,0,0,10,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,22,0,0,1,0,0,0,1,0,1,0,1,2,32,1,1,Trading & Exchanges,7/12/17,7
Science Blockchain,,,0,50000000,100000000,USD,1,Security,,12298073,100000000,ERC-20,0,1,1,1,0,0,,,,0,78,1,0,6,1,1,,1,0,1,0,0,1,0,0,0,1,0,0,,,No,No,0,4,1,1,unknown,limited liability partnership,Singapore,Science Blockchain Pte. Ltd. 22 North Canal road 048834 Singapore,0,0,0,1,0,1,1,0,0,1,0,Finance,unknown,9/11/17,11/22/17,11/22/17,0,12,12,12,1,,1,1,USD,USD,12,12,,,1,1,0,0,0,0,0,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,0,100,0,1,0,0,0,0,0,0,0,1,1,73,73,,1,Finance,,
Selfkey,Selfkey,KEY,1,18250000,21690000,USD,0,Utility-token,,396000000,6000000000,ERC-20,0,0,0,0,0,1,1500000000,0,0,1,29,1,1,2,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,,,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,No,0,48,1,0,high,limited liability partnership,Mauritius,unknown,0,0,0,0,0,1,0,0,1,0,0,Identity & Reputation,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,1/14/18,1/31/18,1/14/18,16,6,22,22,0,30,1,1,USD,USD,100,100,0,0,0,0,0,0,0,0,24,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,90,0,0,1,0,0,0,1,0,0,1,1,1,18,,1,Identity & Reputation,1/15/18,1
Seratio Project,,,1,4442853,,tokens,0,Cryptocurrency,,,124131896,ERC-20,0,0,0,0,0,1,,0,0,1,20,0,0,4,0,0,,0,0,1,0,1,0,0,0,1,0,,,5,,No,No,0,12,1,1,high,limited liability partnership,United Kingdom,"Seratio Limited, Bureau 112, Un Innovation Green Street, Northampton, NN1 1SY ",0,0,0,0,0,0,1,0,1,1,0,Charity,unknown,10/1/17,10/31/17,10/31/17,4,,4,,0,60,0,0,tokens,tokens,,,,0,,0,20,0,0,0,,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,,,0,0,0,1,0,1,1,0,0,1,1,31,31,5,0,Charity,,
Sharpe Capital,Sharpe Platform Token,SHP,1,0,20000000,USD,1,Utility-token,1200,12800000,32000000,ERC-20,0,0,0,0,0,0,,,,1,55,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,,,1,,No,No,1,5,0,0,low,joint-stock corporation,Hong Kong,"Sharpe Holdings Limited 14/F Manning House, 38-48 Queens Road Central",0,0,0,0,0,1,1,1,1,1,0,Finance,0xef2463099360a085f1f10b076ed72ef625497a06,11/13/17,1/28/18,2/5/18,0,4,4,4,0,,1,0,USD,USD,21,21,,,0,0,46,0,0,0,34,1,,1,1,1,0,0,1,1,0,0,0,1,0,1,0,10,0,0,1,0,0,0,1,0,1,0,1,85,77,1,1,Finance,3/12/18,35
Simple Token,OST,OST,1,3943391,27067434,tokens,1,Utility-token,,139070175,800000000,ERC-20,0,0,0,0,1,1,122000000,0,0,1,36,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,,,1,1,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,CM Crypto Capital; Hashed,0,8,0,1,high,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,1,0,1,1,1,0,Commerce & Advertising,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca,11/14/17,12/1/17,12/1/17,5,16,22,22,1,51,1,1,tokens,tokens,81,76,0,0,0,0,30,0,0,0,26,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,94,0,0,1,0,0,0,1,0,1,0,1,18,18,1,1,Commerce & Advertising,12/19/17,18
SingularDTV,SingularDTV,SNGLS,1,500000,7500000,USD,0,Security,,500000000,1000000000,ERC-20,0,0,0,0,0,1,,,,1,28,0,0,2,0,1,,1,0,1,0,0,1,0,0,0,1,0,0,,,No,No,0,4,1,1,neutral,limited liability partnership,Switzerland,"SingularDTV GmbH,   Gartenstrasse 6
6300 Zug",0,0,0,0,0,0,0,0,1,1,0,Events & Entertainment,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009,10/2/16,10/2/16,10/29/16,,6,6,,0,,1,1,USD,USD,,,,,0,0,33,0,0,0,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,12,0,1,0,0,0,0,0,0,0,1,1,28,1,,0,Events & Entertainment,10/3/16,-26
SingularityNET,SingularityNET,AGI,1,0,36000000,USD,1,Utility-token,4000,150000000,1000000000,ERC-20,0,0,0,0,0,1,350000000,,,1,53,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,No,No,1,5,1,1,high,foundation,Netherlands,"Barbara Strozzilaan 362 Eurocenter I, 1083HN, Amsterdam",1,0,0,0,0,1,1,1,0,0,0,Data Analytics,0x8eb24319393716668d768dcec29356ae9cffe285,12/21/17,12/22/17,12/22/17,21,12,33,33,0,,1,0,USD,USD,93,82,,,0,0,0,1,0,0,19,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,82,0,0,1,0,0,0,1,1,0,0,0,2,2,1,1,Data Analytics,1/19/18,28
SIRIN LABS,SIRIN LABS Token,SRN,1,0,,tokens,1,Utility-token,,229258031,573145078,ERC-20,0,1,2,2,0,0,,,,1,33,0,0,3,0,1,0,1,0,1,0,1,0,0,0,1,0,,,0,,Singulariteam,No,0,41,1,1,high,joint-stock corporation,Switzerland,Sirin Labs AG Moserstrasse 48 8200 Schaffhausen,0,0,0,0,0,0,0,0,0,0,0,Communications,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25,12/12/17,12/25/17,12/25/17,0,158,158,158,0,,0,0,tokens,tokens,,,,,1,1,50,0,0,0,55,1,,1,1,1,0,1,1,1,1,1,0,0,1,1,0,395,0,0,1,0,0,0,0,0,1,0,1,14,14,0,1,Communications,12/28/17,3
SkinCoin,SkinCoin,SKIN,1,1091500,21830000,ETH,1,Utility-token,,88183483,488183483,ERC-20,0,0,0,0,0,0,,,,1,18,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,,,,,No,No,0,6,0,0,unknown,joint-stock corporation,Hong Kong,unknown,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,0x2bdc0d42996017fce214b21607a515da41a9e0c5,6/21/17,7/21/17,7/21/17,0,3,3,3,0,,1,1,ETH,ETH,13,13,,,0,0,17,0,0,0,12,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,0,16,0,0,1,0,0,0,1,0,1,0,1,31,31,,1,Video Games & VR,7/21/17,0
Smart Investment Fund Token,Smart Investment Fund Token,SIFT,1,0,,tokens,1,Security,,722932,722932,ERC-20,0,3,3,3,0,0,,,,1,21,1,0,10,1,0,,1,0,0,0,0,1,0,0,1,0,,,,,No,No,1,2,1,0,unknown,joint-stock corporation,United Kingdom,"LOGICAL TRADING SYSTEMS LIMITED, 71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ ",0,1,0,0,0,0,1,0,0,0,0,Finance,0x8a187d5285d316bcbc9adafc08b51d70a0d8e000,8/1/17,9/15/17,9/15/17,0,2,2,2,0,,0,0,tokens,tokens,,,,,3,3,0,1,0,0,7,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,46,46,,1,Finance,9/29/17,14
SmartMesh,SmartMesh,SMT,1,0,16770600,ETH,1,Utility-token,,1256637061,3141592653,ERC-20,0,,,,0,0,,,,1,19,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,No,No,0,5,0,0,medium,Joint-stock corporation,Singapore,2 VENTURE DRIVE #11-30 VISION EXCHANGE SINGAPORE 608526,0,0,0,0,0,0,0,0,0,0,0,Communications,0x55f93985431fc9304077687a35a1ba103dc1e081,11/1/17,12/28/17,12/3/17,0,17,17,17,1,,1,0,ETH,ETH,100,100,,,,,,0,0,0,,1,,1,1,1,0,0,1,1,0,0,0,0,0,1,0,42,0,0,1,0,0,0,1,0,0,0,0,33,58,,1,Communications,12/14/17,11
Sociall,Sociall,SCL,1,73665,23793700,tokens,1,Utility-token,,16714020,16714020,ERC-20,0,0,1,1,0,0,,,,1,22,0,0,3,0,1,0,1,0,1,0,0,1,0,0,1,0,,,,,No,No,0,5,0,0,low,joint-stock corporation,Australia,unknown,0,0,0,0,0,0,0,0,0,0,0,Social Networks,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8,7/28/17,9/15/17,9/15/17,0,6,6,6,0,,1,1,tokens,tokens,24,24,,,0,0,41,0,0,0,32,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,1,6,0,0,1,0,0,0,0,0,1,0,1,50,50,,1,Social Networks,9/19/17,4
Sola,,,1,750000,5000000,USD,1,Utility-token,,27864775,150000000,ERC-20,0,0,0,1,0,0,,,,1,45,1,1,6,1,1,0,0,0,1,0,1,0,0,0,1,0,,,1,,No,No,0,10,0,0,neutral,joint-stock corporation,British Virgin Islands,"13th Vision Limited, Geneva Palace, Waterfront Drive, P.O. Box 3469, Road Town, Tortola",0,0,0,0,0,1,1,1,0,0,0,Social Networks,unknown,11/27/17,12/22/17,12/25/17,0,2,2,2,0,,1,1,USD,USD,45,45,,,0,0,15,0,0,0,20,1,,1,1,1,1,0,1,1,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,1,29,26,1,1,Social Networks,,
SONM,SONM,SNM,1,0,44518831,ETH,1,Utility-token,,331360000,444000000,ERC-20,0,0,0,0,0,1,24240000,0,0,1,42,0,0,2,0,1,0,1,1,1,0,0,1,0,0,1,0,,,,,No,No,1,21,0,0,low,joint-stock corporation,Singapore,Sonm Pte. Ltd. 20 MAXWELL ROAD #09-17 MAXWELL HOUSE SINGAPORE 069113 ,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63,6/13/17,6/17/17,6/17/17,4,43,47,47,0,-17,1,0,ETH,ETH,105,100,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,58,0,0,1,0,0,0,0,0,1,0,1,5,5,,1,Blockchain Infrastructure,6/16/17,-1
SophiaTX,SophiaTX,SPHTX,1,0,82796550,ETH,1,Utility-token,,150000000,500000000,ERC-20,0,0,1,,1,0,,,,1,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,1,,No,No,0,10,1,1,high,joint-stock corporation,Switzerland,"Industriestrasse 33,5242 Lupfig",0,0,0,0,0,1,1,1,1,1,0,Blockchain Infrastructure,0x3833dda0aeb6947b98ce454d89366cba8cc55528,12/7/17,12/17/17,12/17/17,0,23,23,23,0,,1,0,ETH,ETH,28,28,,,0,0,38,0,0,0,76,1,,1,1,1,0,1,1,1,0,0,0,0,1,1,0,78,0,0,1,0,0,0,1,0,1,0,1,11,11,1,1,Blockchain Infrastructure,12/26/17,9
spectiv,Spectiv,SIG,1,5194247,43194247,USD,0,Utility-token,,,378851756,ERC-20,0,1,1,1,0,1,5417622,0,0,1,41,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,,,0,,No,No,1,12,0,1,low,joint-stock corporation,Mauritius,"spectiv promote co. Ltd, 1st floor cybertower one, ebene 72201",0,0,0,0,0,1,1,0,0,1,0,Commerce & Advertising,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792,12/5/17,12/29/17,12/29/17,3,8,11,11,0,78,1,1,USD,USD,25,19,0,0,,1,38,1,0,0,,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1,25,25,0,1,Commerce & Advertising,3/25/18,86
Spectre,Spectre.ai Utility Token,SXUT,1,994865,53006400,tokens,1,Utility-token,,140270691,480000000,ERC-20,0,0,0,0,0,1,99729309,0,0,1,23,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,,,0,,No,No,0,10,0,0,unknown,joint-stock corporation,Cayman Islands," Spectre Global Limited, Artemis House, 76 Fort Street, Grand Cayman, KY1-1111, Cayman Islands",0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,0x2c82c73d5b34aa015989462b2948cd616a37641f,11/17/17,12/10/17,12/10/17,7,20,27,27,1,25,1,1,tokens,tokens,51,43,0,0,0,0,10,0,1,1,49,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,68,0,0,1,0,0,0,1,0,1,0,1,24,24,0,1,Trading & Exchanges,1/12/18,33
Sphre AIR ,Sphre AIR ,XID,1,,,tokens,1,unknown,,25920620,55000000,ERC-20,0,,,,1,0,,,,0,,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,,,0,,No,No,0,5,1,1,unknown,unknown,unknown,unknown,0,0,0,0,0,0,1,0,0,0,0,Identity & Reputation,0xb110ec7b1dcb8fab8dedbf28f53bc63ea5bedd84,6/1/17,6/30/17,6/30/17,0,,0,,0,,1,0,tokens,tokens,,,,,,,,0,0,0,,1,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,,30,30,0,1,Identity & Reputation,7/11/17,11
SportyCo,SportyCo,SPF,1,1500000,16000000,USD,1,Security,500,33575668,70673454,ERC-20,0,0,0,0,0,1,13775546,0,0,1,22,1,0,3,0,1,,1,0,1,0,0,1,0,0,1,0,,,1,,No,No,0,10,0,1,high,joint-stock corporation,United Kingdom,"Sportify Ltd., 20-22 Wenlock Road, London, England, N1 7GU ",0,0,0,0,0,1,1,1,0,0,0,Finance,0x85089389c14bd9c77fc2b8f0c3d1dc3363bf06ef,11/21/17,12/10/17,12/10/17,1,4,5,5,1,9,1,1,USD,USD,32,25,0,0,0,0,9,0,0,1,10,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8,1,1,0,0,0,0,0,0,1,0,1,20,20,1,1,Finance,12/13/17,3
SRG,,,1,3000000,15000000,USD,1,Security,,,,ERC-20,0,2,2,2,0,0,,,,1,42,0,0,0,0,1,,0,1,1,0,0,1,0,0,1,0,,,2,,No,No,0,8,0,1,neutral,unknown,British Virgin Islands,"Wickhams Cay II, road town, tortola, BVI",0,0,0,0,0,1,1,1,0,0,0,Commerce & Advertising,0x607cbd284681db257a360d384a937ce149363760,10/4/17,1/15/18,1/15/18,0,3,3,3,1,,1,1,USD,USD,21,21,,,,2,20,0,0,0,,1,,1,0,1,1,0,1,1,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,0,0,,104,104,2,1,Commerce & Advertising,,
Starbase,Starbase,STAR,1,1000000,10000000,USD,1,Security,,,1000000000,ERC-20,1,,,,1,1,,,,1,58,0,0,1,0,1,,1,0,1,0,1,,,0,0,1,0,0,1,,No,No,1,4,0,0,neutral,limited liability partnership,Switzerland,"Dammstrasse 16, 6300 Zug",0,0,0,0,0,1,1,1,0,0,0,Finance,0xf70a642bd387f94380ffb90451c2c81d4eb82cbc,11/14/17,11/24/17,11/24/17,8,1,9,9,0,,1,1,USD,USD,90,49,,,,,,0,0,0,,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1,1,11,11,,0,Finance,12/20/17,26
Starta,Starta,STA,1,1500000,5000000,USD,1,Security,,5000000,5000000,Waves,0,1,1,1,0,0,,,,0,23,1,0,1,0,1,,0,0,1,1,0,1,0,0,1,0,,,,,Starta Accelerator; Bank Saint Petersburg Venture Arm,No,0,4,1,1,unknown,joint-stock corporation,Singapore,Cross Coin Pte. Ltd. 491B RIVER VALLEY ROAD #15-01 VALLEY POINT SINGAPORE 248373,0,1,0,0,0,0,0,0,0,0,0,Finance,not applicable,7/4/17,8/4/17,7/5/17,0,4,4,4,0,,1,1,USD,USD,82,82,,,1,1,0,0,0,0,18,0,,1,1,1,0,0,0,1,1,1,0,1,0,1,1,4,0,1,0,0,0,0,0,0,1,0,1,2,32,,1,Finance,7/18/17,13
Status,Status,SNT,1,0,,tokens,1,Utility-token,,2999022400,7314688780,ERC-20,0,0,0,0,0,0,,,,1,35,1,1,2,0,1,1,0,1,1,0,0,0,0,0,1,0,,,1,,No,Kenetic Capital,0,12,0,0,neutral,limited liability partnership,Switzerland,"Status Research & Development GmbH, Baarerstrasse 10, 6302 Zug",0,0,0,0,0,1,1,0,0,0,0,Blockchain Infrastructure,0x744d70fdbe2ba4cf95131626614a1763df805b9e,6/20/17,7/4/17,6/21/17,0,101,101,101,0,,1,0,tokens,tokens,,,,,0,0,0,0,1,1,0,1,,1,1,1,0,1,1,1,1,0,1,0,0,1,0,246,0,0,1,0,0,0,1,0,0,1,1,2,15,1,1,Blockchain Infrastructure,6/28/17,7
Storiqa,Storiqa,STQ,1,10231943,30231943,USD,0,Cryptocurrency,,4553049751,8025845771,ERC-20,0,0,0,0,0,1,663750000,0,0,1,40,1,1,1,0,0,,1,0,0,0,0,1,0,0,0,1,0,0,0,,No,No,0,25,0,0,medium,joint-stock corporation,Hong Kong,"Unit 617, 6/F 131-132 Connaught Road West Hong Kong",0,0,0,0,0,1,0,0,0,0,0,Commerce & Advertising,0x5c3a228510d246b78a3765c20221cbf3082b44a4,11/27/17,2/13/18,1/29/18,5,25,30,30,0,33,1,1,USD,USD,100,100,0,0,0,0,30,0,0,0,51,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,44,0,0,0,1,0,1,1,0,1,0,1,64,79,0,1,Commerce & Advertising,3/14/18,44
Storj,Storj,STORJ,1,10000000,30000000,USD,0,Utility-token,,28740000,425000000,ERC-20,0,1,1,1,0,1,43340000,0,1,0,37,1,1,3,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,Qualcomm Ventures; Techstars; Google Ventures,No,0,12,1,1,high,joint-stock corporation,United States,"3423 Piedmont Road NE, Suite 475, Atlanta, Georgia, 30305, United States",0,0,0,0,0,0,0,0,0,0,0,Data Storage,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,5/17/17,6/19/17,6/7/17,,30,30,,0,20,1,1,USD,USD,,,,0,1,1,0,0,0,0,17,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,444,0,0,1,0,0,0,1,0,1,0,1,22,34,0,0,Data Storage,7/2/17,25
Storm,Storm,STORM,1,0,52129200,ETH,1,Utility-token,,,10000000000,ERC-20,0,0,0,0,0,1,2299117188,,0,1,20,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,No,No,0,13,1,0,high,joint-stock corporation,United States,"Seattle, 11036 8th Ave NE ",0,0,0,1,1,1,1,1,0,0,0,Video Games & VR,0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433,11/7/17,12/7/17,12/7/17,24,32,56,56,1,,1,0,ETH,ETH,108,100,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,31,31,,1,Video Games & VR,12/20/17,13
Stox,Stox,STX,1,20000000,45000000,USD,0,Utility-token,,9756105,19512211,ERC-20,0,1,1,1,0,1,19843895,1,1,1,57,0,0,0,0,0,1,0,0,1,0,0,,,0,1,0,0,,0,,No,No,0,19,1,1,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,0,1,1,0,0,1,Gambling & Betting,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,8/2/17,8/16/17,8/3/17,15,15,30,30,0,33,1,1,USD,USD,67,50,1,1,1,1,0,0,0,0,10,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,30,1,0,1,0,0,0,1,0,1,0,1,2,15,0,1,Gambling & Betting,8/5/17,2
Substratum,Substratum,SUB,1,213910,32086500,ETH,1,Utility-token,,,472000000,ERC-20,0,0,0,0,0,0,,,,1,18,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,,,No,No,0,7,1,0,low,joint-stock corporation,United States,4798 S Florida Ave #177 Lakeland FL 33813,0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,0x12480e24eb5bec1a9d4369cab6a80cad3c0a377a,8/7/17,9/14/17,9/14/17,0,14,14,14,0,,1,1,ETH,ETH,43,43,,,,0,57,0,0,0,,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1,39,39,,1,Blockchain Infrastructure,9/25/17,11
